n;Driver;DriverNumber;LapNumber;Stint;SpeedI1;SpeedI2;SpeedFL;SpeedST;IsPersonalBest;Compound;TyreLife;FreshTyre;Team;TrackStatus;Position;Deleted;DeletedReason;LapTimeSeconds;PitOutTimeSeconds;PitInTimeSeconds;Sector1TimeSeconds;Sector2TimeSeconds;Sector3TimeSeconds;LapStartTimeSinceStartSeconds;LapEndTimeSinceStartSeconds;Sector1TimeSinceStartSeconds;Sector2TimeSinceStartSeconds;Sector3TimeSinceStartSeconds
562;OCO;31;20;1;243;264;;309;False;SOFT;20;True;Haas F1 Team;1;12;False;;88,077;;5225,433;24,951;33,76;29,366;1586,68;1674,757;1611,651;1645,411;1674,777
563;OCO;31;21;2;253;272;277;252;False;MEDIUM;1;True;Haas F1 Team;1;19;False;;99,981;5248,106;;43,317;32,329;24,335;1674,757;1774,738;1718,094;1750,423;1774,758
564;OCO;31;22;2;268;271;277;306;True;MEDIUM;2;True;Haas F1 Team;1;19;False;;80,553;;;23,811;32,346;24,396;1774,738;1855,291;1798,569;1830,915;1855,311
565;OCO;31;23;2;262;270;277;;False;MEDIUM;3;True;Haas F1 Team;1;19;False;;80,793;;;23,893;32,515;24,385;1855,291;1936,084;1879,204;1911,719;1936,104
566;OCO;31;24;2;259;273;276;307;False;MEDIUM;4;True;Haas F1 Team;1;19;False;;81,025;;;23,886;32,732;24,407;1936,084;2017,109;1959,99;1992,722;2017,129
567;OCO;31;25;2;256;251;282;310;False;MEDIUM;5;True;Haas F1 Team;1;18;False;;82,556;;;24,068;33,117;25,371;2017,109;2099,665;2041,197;2074,314;2099,685
568;OCO;31;26;2;255;266;277;335;False;MEDIUM;6;True;Haas F1 Team;1;16;False;;81,239;;;23,584;32,971;24,684;2099,665;2180,904;2123,269;2156,24;2180,924
569;OCO;31;27;2;263;274;275;308;False;MEDIUM;7;True;Haas F1 Team;1;16;False;;81,248;;;24,078;32,677;24,493;2180,904;2262,152;2205,002;2237,679;2262,172
570;OCO;31;28;2;;277;277;307;False;MEDIUM;8;True;Haas F1 Team;1;16;False;;80,959;;;23,874;32,664;24,421;2262,152;2343,111;2286,046;2318,71;2343,131
571;OCO;31;29;2;260;277;277;;False;MEDIUM;9;True;Haas F1 Team;1;16;False;;81,229;;;23,963;32,786;24,48;2343,111;2424,34;2367,094;2399,88;2424,36
572;OCO;31;30;2;265;271;275;309;False;MEDIUM;10;True;Haas F1 Team;1;16;False;;81,122;;;23,777;32,755;24,59;2424,34;2505,462;2448,137;2480,892;2505,482
573;OCO;31;31;2;262;270;277;;False;MEDIUM;11;True;Haas F1 Team;1;16;False;;81,692;;;24,051;32,918;24,723;2505,462;2587,154;2529,533;2562,451;2587,174
574;OCO;31;32;2;263;275;279;310;False;MEDIUM;12;True;Haas F1 Team;1;15;False;;81,617;;;23,933;32,95;24,734;2587,154;2668,771;2611,107;2644,057;2668,791
575;OCO;31;33;2;262;275;277;311;False;MEDIUM;13;True;Haas F1 Team;1;15;False;;81,6;;;23,923;32,933;24,744;2668,771;2750,371;2692,714;2725,647;2750,391
576;OCO;31;34;2;242;251;280;312;False;MEDIUM;14;True;Haas F1 Team;1;14;False;;82,657;;;24,21;33,655;24,792;2750,371;2833,028;2774,601;2808,256;2833,048
577;OCO;31;35;2;260;278;278;327;False;MEDIUM;15;True;Haas F1 Team;1;14;False;;81,466;;;23,815;33,038;24,613;2833,028;2914,494;2856,863;2889,901;2914,514
578;OCO;31;36;2;265;280;280;309;False;MEDIUM;16;True;Haas F1 Team;1;13;False;;81,311;;;24,01;32,883;24,418;2914,494;2995,805;2938,524;2971,407;2995,825
579;OCO;31;37;2;267;280;279;;False;MEDIUM;17;True;Haas F1 Team;1;13;False;;81,48;;;24,028;32,852;24,6;2995,805;3077,285;3019,853;3052,705;3077,305
580;OCO;31;38;2;257;279;276;;False;MEDIUM;18;True;Haas F1 Team;1;14;False;;82,832;;;24,875;33,091;24,866;3077,285;3160,117;3102,18;3135,271;3160,137
581;OCO;31;39;2;260;223;280;310;False;MEDIUM;19;True;Haas F1 Team;1;14;False;;83,09;;;24,041;33,984;25,065;3160,117;3243,207;3184,178;3218,162;3243,227
582;OCO;31;40;2;259;206;281;328;False;MEDIUM;20;True;Haas F1 Team;1;14;False;;82,804;;;23,773;33,949;25,082;3243,207;3326,011;3267;3300,949;3326,031
583;OCO;31;41;2;257;274;280;;False;MEDIUM;21;True;Haas F1 Team;1;14;False;;81,214;;;23,722;32,871;24,621;3326,011;3407,225;3349,753;3382,624;3407,245
584;OCO;31;42;2;263;267;249;309;False;MEDIUM;22;True;Haas F1 Team;1;14;False;;81,688;;;23,861;32,965;24,862;3407,225;3488,913;3431,106;3464,071;3488,933
585;OCO;31;43;2;269;278;;;False;MEDIUM;23;True;Haas F1 Team;1;14;False;;85,554;;7125,209;24,677;32,699;28,178;3488,913;3574,467;3513,61;3546,309;3574,487
586;OCO;31;44;3;268;278;281;256;False;MEDIUM;1;True;Haas F1 Team;1;17;False;;98,168;7147,689;;42,609;31,972;23,587;3574,467;3672,635;3617,096;3649,068;3672,655
587;OCO;31;45;3;265;265;282;309;True;MEDIUM;2;True;Haas F1 Team;1;16;False;;80,252;;;23,541;32,09;24,621;3672,635;3752,887;3696,196;3728,286;3752,907
588;OCO;31;46;3;268;278;281;324;True;MEDIUM;3;True;Haas F1 Team;1;16;False;;78,624;;;22,988;31,884;23,752;3752,887;3831,511;3775,895;3807,779;3831,531
589;OCO;31;47;3;246;275;284;308;False;MEDIUM;4;True;Haas F1 Team;1;17;False;;81,418;;;24,843;32,563;24,012;3831,511;3912,929;3856,374;3888,937;3912,949
590;OCO;31;48;3;264;282;286;330;False;MEDIUM;5;True;Haas F1 Team;1;17;False;;79,54;;;23,334;32,123;24,083;3912,929;3992,469;3936,283;3968,406;3992,489
591;OCO;31;49;3;263;283;281;331;False;MEDIUM;6;True;Haas F1 Team;1;17;False;;79,294;;;23,232;32,076;23,986;3992,469;4071,763;4015,721;4047,797;4071,783
592;OCO;31;50;3;273;275;282;312;False;MEDIUM;7;True;Haas F1 Team;1;16;False;;79,549;;;23,379;32,002;24,168;4071,763;4151,312;4095,162;4127,164;4151,332
593;OCO;31;51;3;266;282;281;311;False;MEDIUM;8;True;Haas F1 Team;1;16;False;;79,826;;;23,453;32,195;24,178;4151,312;4231,138;4174,785;4206,98;4231,158
594;OCO;31;52;3;270;281;282;312;False;MEDIUM;9;True;Haas F1 Team;1;16;False;;79,897;;;23,577;32,164;24,156;4231,138;4311,035;4254,735;4286,899;4311,055
595;OCO;31;53;3;266;282;282;;False;MEDIUM;10;True;Haas F1 Team;1;16;False;;79,95;;;23,584;32,269;24,097;4311,035;4390,985;4334,639;4366,908;4391,005
596;OCO;31;54;3;261;220;215;313;False;MEDIUM;11;True;Haas F1 Team;124;14;False;;98,073;;;23,645;43,859;30,569;4390,985;4489,058;4414,65;4458,509;4489,078
597;OCO;31;55;3;184;135;185;254;False;MEDIUM;12;True;Haas F1 Team;4;12;False;;128,75;;;33,408;55,672;39,67;4489,058;4617,808;4522,486;4578,158;4617,828
598;OCO;31;56;3;125;103;193;249;False;MEDIUM;13;True;Haas F1 Team;4;11;False;;126,139;;;38,865;49,158;38,116;4617,808;4743,947;4656,693;4705,851;4743,967
599;OCO;31;57;3;145;171;261;180;False;MEDIUM;14;True;Haas F1 Team;4;11;False;;118,058;;;38,408;49,968;29,682;4743,947;4862,005;4782,375;4832,343;4862,025
600;OCO;31;58;3;223;221;280;304;False;MEDIUM;15;True;Haas F1 Team;4;11;False;;83,666;;;25,125;33,64;24,901;4862,005;4945,671;4887,15;4920,79;4945,691
601;OCO;31;59;3;261;254;278;308;False;MEDIUM;16;True;Haas F1 Team;4;11;False;;81,232;;;23,959;32,598;24,675;4945,671;5026,903;4969,65;5002,248;5026,923
602;OCO;31;60;3;250;181;281;;False;MEDIUM;17;True;Haas F1 Team;41;11;False;;96,046;;;24,929;36,172;34,945;5026,903;5122,949;5051,852;5088,024;5122,969
603;OCO;31;61;3;279;262;283;316;False;MEDIUM;18;True;Haas F1 Team;1;13;False;;82,116;;;24,66;33,259;24,197;5122,949;5205,065;5147,629;5180,888;5205,085
604;OCO;31;62;3;265;278;285;312;False;MEDIUM;19;True;Haas F1 Team;1;13;False;;80,164;;;23,738;32,309;24,117;5205,065;5285,229;5228,823;5261,132;5285,249
605;OCO;31;63;3;258;281;282;313;False;MEDIUM;20;True;Haas F1 Team;1;14;False;;80,781;;;24,159;32,407;24,215;5285,229;5366,01;5309,408;5341,815;5366,03
606;OCO;31;64;3;270;283;284;314;False;MEDIUM;21;True;Haas F1 Team;1;15;False;;81,171;;;24,463;32,545;24,163;5366,01;5447,181;5390,493;5423,038;5447,201
607;OCO;31;65;3;241;281;281;;False;MEDIUM;22;True;Haas F1 Team;1;16;False;;81,445;;;24,099;33,117;24,229;5447,181;5528,626;5471,3;5504,417;5528,646
608;OCO;31;66;3;259;285;285;315;False;MEDIUM;23;True;Haas F1 Team;1;17;False;;81,201;;;24,244;32,673;24,284;5528,626;5609,827;5552,89;5585,563;5609,847
609;NOR;4;1;1;255;254;278;279;False;SOFT;1;True;McLaren;1;3;False;;84,658;;;;32,807;24,069;0;84,913;;60,988;85,323
610;NOR;4;2;1;249;266;279;309;True;SOFT;2;True;McLaren;1;3;False;;80,904;;;24,426;32,574;23,904;84,913;165,817;109,368;141,942;165,846
611;NOR;4;3;1;254;257;279;310;True;SOFT;3;True;McLaren;1;3;False;;80,69;;;23,92;32,553;24,217;165,817;246,507;189,766;222,319;246,536
612;NOR;4;4;1;255;259;279;308;False;SOFT;4;True;McLaren;1;3;False;;80,8;;;24,072;32,502;24,226;246,507;327,307;270,608;303,11;327,336
613;NOR;4;5;1;258;263;280;310;True;SOFT;5;True;McLaren;1;3;False;;80,644;;;23,983;32,529;24,132;327,307;407,951;351,319;383,848;407,98
614;NOR;4;6;1;257;264;280;312;False;SOFT;6;True;McLaren;1;3;False;;80,713;;;24,113;32,402;24,198;407,951;488,664;432,093;464,495;488,693
615;NOR;4;7;1;261;262;280;;False;SOFT;7;True;McLaren;1;3;False;;80,837;;;24,048;32,427;24,362;488,664;569,501;512,741;545,168;569,53
616;NOR;4;8;1;256;267;280;311;False;SOFT;8;True;McLaren;1;3;False;;80,902;;;24,111;32,541;24,25;569,501;650,403;593,641;626,182;650,432
617;NOR;4;9;1;259;259;280;313;False;SOFT;9;True;McLaren;1;3;False;;80,95;;;24,027;32,557;24,366;650,403;731,353;674,459;707,016;731,382
618;NOR;4;10;1;;259;283;314;False;SOFT;10;True;McLaren;1;3;False;;80,929;;;23,944;32,556;24,429;731,353;812,282;755,326;787,882;812,311
619;NOR;4;11;1;263;267;285;331;False;SOFT;11;True;McLaren;1;3;False;;80,959;;;23,919;32,618;24,422;812,282;893,241;836,23;868,848;893,27
620;NOR;4;12;1;239;258;285;335;False;SOFT;12;True;McLaren;1;3;False;;81,461;;;23,934;32,972;24,555;893,241;974,702;917,204;950,176;974,731
621;NOR;4;13;1;257;267;280;;True;SOFT;13;True;McLaren;1;2;False;;80,531;;;23,725;32,403;24,403;974,702;1055,233;998,456;1030,859;1055,262
622;NOR;4;14;1;258;268;282;311;False;SOFT;14;True;McLaren;1;2;False;;80,658;;;23,945;32,424;24,289;1055,233;1135,891;1079,207;1111,631;1135,92
623;NOR;4;15;1;263;268;280;;False;SOFT;15;True;McLaren;1;2;False;;80,926;;;23,899;32,592;24,435;1135,891;1216,817;1159,819;1192,411;1216,846
624;NOR;4;16;1;265;271;280;310;False;SOFT;16;True;McLaren;1;2;False;;80,666;;;23,875;32,465;24,326;1216,817;1297,483;1240,721;1273,186;1297,512
625;NOR;4;17;1;268;269;279;312;False;SOFT;17;True;McLaren;1;2;False;;80,846;;;23,955;32,516;24,375;1297,483;1378,329;1321,467;1353,983;1378,358
626;NOR;4;18;1;;272;279;311;False;SOFT;18;True;McLaren;1;2;False;;80,918;;;23,892;32,585;24,441;1378,329;1459,247;1402,25;1434,835;1459,276
627;NOR;4;19;1;269;269;280;;False;SOFT;19;True;McLaren;1;2;False;;81,089;;;23,914;32,802;24,373;1459,247;1540,336;1483,19;1515,992;1540,365
628;NOR;4;20;1;261;273;280;312;False;SOFT;20;True;McLaren;1;2;False;;81,578;;;23,876;33,148;24,554;1540,336;1621,914;1564,241;1597,389;1621,943
629;NOR;4;21;1;269;273;;311;False;SOFT;21;True;McLaren;1;2;False;;85,617;;5258,148;23,886;33,215;28,516;1621,914;1707,531;1645,829;1679,044;1707,56
630;NOR;4;22;2;262;264;277;255;False;MEDIUM;1;True;McLaren;1;3;False;;99,087;5280,659;;42,827;32,165;24,095;1707,531;1806,618;1750,387;1782,552;1806,647
631;NOR;4;23;2;269;268;280;308;True;MEDIUM;2;True;McLaren;1;3;False;;79,844;;;23,843;32,086;23,915;1806,618;1886,462;1830,49;1862,576;1886,491
632;NOR;4;24;2;264;266;280;310;True;MEDIUM;3;True;McLaren;1;3;False;;79,841;;;23,836;31,979;24,026;1886,462;1966,303;1910,327;1942,306;1966,332
633;NOR;4;25;2;262;270;280;311;False;MEDIUM;4;True;McLaren;1;3;False;;79,917;;;23,809;32,112;23,996;1966,303;2046,22;1990,141;2022,253;2046,249
634;NOR;4;26;2;263;267;281;312;False;MEDIUM;5;True;McLaren;1;3;False;;79,912;;;23,696;32,187;24,029;2046,22;2126,132;2069,945;2102,132;2126,161
635;NOR;4;27;2;266;271;280;;False;MEDIUM;6;True;McLaren;1;3;False;;79,968;;;23,727;32,163;24,078;2126,132;2206,1;2149,888;2182,051;2206,129
636;NOR;4;28;2;267;268;283;313;True;MEDIUM;7;True;McLaren;1;3;False;;79,799;;;23,742;32,131;23,926;2206,1;2285,899;2229,871;2262,002;2285,928
637;NOR;4;29;2;268;269;283;;False;MEDIUM;8;True;McLaren;1;3;False;;80,016;;;23,633;32,182;24,201;2285,899;2365,915;2309,561;2341,743;2365,944
638;NOR;4;30;2;269;269;281;314;False;MEDIUM;9;True;McLaren;1;2;False;;79,989;;;23,55;32,334;24,105;2365,915;2445,904;2389,494;2421,828;2445,933
639;NOR;4;31;2;260;272;282;313;False;MEDIUM;10;True;McLaren;1;2;False;;80,318;;;23,685;32,434;24,199;2445,904;2526,222;2469,618;2502,052;2526,251
640;NOR;4;32;2;264;275;281;;False;MEDIUM;11;True;McLaren;1;2;False;;80,066;;;23,781;32,283;24,002;2526,222;2606,288;2550,032;2582,315;2606,317
641;NOR;4;33;2;274;277;283;;False;MEDIUM;12;True;McLaren;1;2;False;;79,902;;;23,728;32,149;24,025;2606,288;2686,19;2630,045;2662,194;2686,219
642;NOR;4;34;2;273;273;282;314;False;MEDIUM;13;True;McLaren;1;2;False;;79,913;;;23,596;32,173;24,144;2686,19;2766,103;2709,815;2741,988;2766,132
643;NOR;4;35;2;277;274;282;317;False;MEDIUM;14;True;McLaren;1;2;False;;79,854;;;23,581;32,137;24,136;2766,103;2845,957;2789,713;2821,85;2845,986
644;NOR;4;36;2;276;276;282;314;True;MEDIUM;15;True;McLaren;1;2;False;;79,612;;;23,532;32,102;23,978;2845,957;2925,569;2869,518;2901,62;2925,598
645;NOR;4;37;2;;277;284;;False;MEDIUM;16;True;McLaren;1;2;False;;79,65;;;23,391;32,19;24,069;2925,569;3005,219;2948,989;2981,179;3005,248
646;NOR;4;38;2;271;273;284;318;False;MEDIUM;17;True;McLaren;1;2;False;;80,101;;;23,312;32,389;24,4;3005,219;3085,32;3028,56;3060,949;3085,349
647;NOR;4;39;2;278;280;283;333;True;MEDIUM;18;True;McLaren;1;2;False;;79,449;;;23,103;32,283;24,063;3085,32;3164,769;3108,452;3140,735;3164,798
648;NOR;4;40;2;283;282;284;314;False;MEDIUM;19;True;McLaren;1;2;False;;79,851;;;23,344;32,216;24,291;3164,769;3244,62;3188,142;3220,358;3244,649
649;NOR;4;41;2;273;270;282;319;False;MEDIUM;20;True;McLaren;1;2;False;;80,568;;;23,533;32,591;24,444;3244,62;3325,188;3268,182;3300,773;3325,217
650;NOR;4;42;2;277;278;283;314;False;MEDIUM;21;True;McLaren;1;2;False;;79,941;;;23,424;32,303;24,214;3325,188;3405,129;3348,641;3380,944;3405,158
651;NOR;4;43;2;276;275;283;318;False;MEDIUM;22;True;McLaren;1;2;False;;79,824;;;23,375;32,353;24,096;3405,129;3484,953;3428,533;3460,886;3484,982
652;NOR;4;44;2;278;275;284;315;False;MEDIUM;23;True;McLaren;1;2;False;;79,984;;;23,55;32,212;24,222;3484,953;3564,937;3508,532;3540,744;3564,966
653;NOR;4;45;2;275;280;283;318;False;MEDIUM;24;True;McLaren;1;2;False;;80,426;;;23,676;32,478;24,272;3564,937;3645,363;3588,642;3621,12;3645,392
654;NOR;4;46;2;277;278;283;313;False;MEDIUM;25;True;McLaren;1;2;False;;80,027;;;23,614;32,171;24,242;3645,363;3725,39;3669,006;3701,177;3725,419
655;NOR;4;47;2;;275;283;314;False;MEDIUM;26;True;McLaren;1;2;False;;80,082;;;23,596;32,318;24,168;3725,39;3805,472;3749,015;3781,333;3805,501
656;NOR;4;48;2;;278;;;False;MEDIUM;27;True;McLaren;1;2;False;;83,999;;7440,195;23,492;32,329;28,178;3805,472;3889,471;3828,993;3861,322;3889,5
657;NOR;4;49;3;265;280;291;249;False;SOFT;4;False;McLaren;1;2;False;;96,4;7462,068;;41,979;31,179;23,242;3889,471;3985,871;3931,479;3962,658;3985,9
658;NOR;4;50;3;273;272;281;333;True;SOFT;5;False;McLaren;1;2;False;;77,304;;;22,512;31,296;23,496;3985,871;4063,175;4008,412;4039,708;4063,204
659;NOR;4;51;3;271;284;289;311;False;SOFT;6;False;McLaren;1;2;False;;78,315;;;23,219;31,349;23,747;4063,175;4141,49;4086,423;4117,772;4141,519
660;NOR;4;52;3;264;281;286;342;False;SOFT;7;False;McLaren;1;2;False;;79,034;;;23,896;31,698;23,44;4141,49;4220,524;4165,415;4197,113;4220,553
661;NOR;4;53;3;270;277;286;317;False;SOFT;8;False;McLaren;1;2;False;;78,345;;;23,291;31,634;23,42;4220,524;4298,869;4243,844;4275,478;4298,898
662;NOR;4;54;3;269;277;286;314;False;SOFT;9;False;McLaren;1;2;False;;78,114;;;23,129;31,474;23,511;4298,869;4376,983;4322,027;4353,501;4377,012
663;NOR;4;55;3;274;141;;;False;SOFT;10;False;McLaren;124;2;False;;93,197;;8020,876;23,085;38,119;31,993;4376,983;4470,18;4400,097;4438,216;4470,209
664;NOR;4;56;4;220;149;198;257;False;SOFT;4;False;McLaren;4;2;False;;146,697;8044,496;;49,073;57;40,624;4470,18;4616,877;4519,282;4576,282;4616,906
665;NOR;4;57;4;141;104;194;240;False;SOFT;5;False;McLaren;4;2;False;;125,98;;;38,928;49,287;37,765;4616,877;4742,857;4655,834;4705,121;4742,886
666;NOR;4;58;4;;155;105;219;False;SOFT;6;False;McLaren;4;2;False;;130,257;;;38,503;50,038;41,716;4742,857;4873,114;4781,389;4831,427;4873,143
667;NOR;4;59;4;207;167;149;292;False;SOFT;7;False;McLaren;4;2;False;;123,282;;;37,447;48,84;36,995;4873,114;4996,396;4910,59;4959,43;4996,425
668;NOR;4;60;4;204;196;288;247;False;SOFT;8;False;McLaren;41;2;False;;122,701;;;35,781;45,839;41,081;4996,396;5119,097;5032,206;5078,045;5119,126
669;NOR;4;61;4;267;288;290;310;True;SOFT;9;False;McLaren;1;2;False;;76,187;;;22,929;30,691;22,567;5119,097;5195,284;5142,055;5172,746;5195,313
670;NOR;4;62;4;276;283;289;313;False;SOFT;10;False;McLaren;1;2;False;;76,214;;;22,632;30,825;22,757;5195,284;5271,498;5217,945;5248,77;5271,527
671;NOR;4;63;4;273;285;287;312;False;SOFT;11;False;McLaren;1;2;False;;76,716;;;22,652;31,06;23,004;5271,498;5348,214;5294,179;5325,239;5348,243
672;NOR;4;64;4;279;282;288;314;False;SOFT;12;False;McLaren;1;2;False;;76,863;;;22,5;31,187;23,176;5348,214;5425,077;5370,743;5401,93;5425,106
673;NOR;4;65;4;281;281;288;315;False;SOFT;13;False;McLaren;1;2;False;;77,505;;;22,66;31,502;23,343;5425,077;5502,582;5447,766;5479,268;5502,611
674;NOR;4;66;4;279;286;287;;False;SOFT;14;False;McLaren;1;2;False;;77,519;;;22,775;31,491;23,253;5502,582;5580,101;5525,386;5556,877;5580,13
675;COL;43;1;1;216;238;275;291;False;SOFT;1;True;Alpine;1;18;False;;92,318;;;;35,213;25,536;0;92,573;;67,156;93,109
676;COL;43;2;1;256;246;280;312;True;SOFT;2;True;Alpine;1;18;False;;83,993;;;24,778;34,042;25,173;92,573;176,566;117,362;151,404;176,577
677;COL;43;3;1;254;266;279;336;True;SOFT;3;True;Alpine;1;18;False;;83,061;;;24,299;33,911;24,851;176,566;259,627;200,876;234,787;259,638
678;COL;43;4;1;;253;280;333;True;SOFT;4;True;Alpine;1;18;False;;82,402;;;24,011;33,601;24,79;259,627;342,029;283,649;317,25;342,04
679;COL;43;5;1;255;250;280;;True;SOFT;5;True;Alpine;1;18;False;;82,336;;;23,916;33,564;24,856;342,029;424,365;365,956;399,52;424,376
680;COL;43;6;1;252;266;278;334;False;SOFT;6;True;Alpine;1;17;False;;82,776;;;24,205;33,67;24,901;424,365;507,141;448,581;482,251;507,152
681;COL;43;7;1;251;245;277;335;False;SOFT;7;True;Alpine;1;17;False;;83,079;;;24,288;33,665;25,126;507,141;590,22;531,44;565,105;590,231
682;COL;43;8;1;;247;277;331;False;SOFT;8;True;Alpine;1;17;False;;83,385;;;24,325;33,921;25,139;590,22;673,605;614,556;648,477;673,616
683;COL;43;9;1;258;256;278;328;False;SOFT;9;True;Alpine;1;15;False;;83,094;;;24,355;33,675;25,064;673,605;756,699;697,971;731,646;756,71
684;COL;43;10;1;267;254;275;;True;SOFT;10;True;Alpine;1;14;False;;82,147;;;23,786;33,283;25,078;756,699;838,846;780,496;813,779;838,857
685;COL;43;11;1;261;263;275;312;False;SOFT;11;True;Alpine;1;13;False;;83,044;;;24,267;33,563;25,214;838,846;921,89;863,124;896,687;921,901
686;COL;43;12;1;263;260;274;311;False;SOFT;12;True;Alpine;1;13;True;TRACK LIMITS AT TURN 13 LAP 12;83,037;;;24,443;33,412;25,182;921,89;1004,927;946,344;979,756;1004,938
687;COL;43;13;1;259;260;276;312;False;SOFT;13;True;Alpine;1;13;False;;83,742;;;24,874;33,69;25,178;1004,927;1088,669;1029,812;1063,502;1088,68
688;COL;43;14;1;269;271;;311;False;SOFT;14;True;Alpine;1;14;False;;86,715;;4726,119;24,374;33,557;28,784;1088,669;1175,384;1113,054;1146,611;1175,395
689;COL;43;15;2;269;269;282;252;False;MEDIUM;1;True;Alpine;1;19;False;;99,134;4748,655;;43,015;32,09;24,029;1175,384;1274,518;1218,41;1250,5;1274,529
690;COL;43;16;2;254;261;280;331;True;MEDIUM;2;True;Alpine;1;18;False;;81,386;;;23,941;32,949;24,496;1274,518;1355,904;1298,47;1331,419;1355,915
691;COL;43;17;2;248;261;281;328;False;MEDIUM;3;True;Alpine;1;18;False;;81,625;;;23,846;33,174;24,605;1355,904;1437,529;1379,761;1412,935;1437,54
692;COL;43;18;2;237;261;281;330;False;MEDIUM;4;True;Alpine;1;19;False;;82,805;;;24,114;33,8;24,891;1437,529;1520,334;1461,654;1495,454;1520,345
693;COL;43;19;2;259;282;279;337;False;MEDIUM;5;True;Alpine;1;19;False;;82,359;;;24,087;33,268;25,004;1520,334;1602,693;1544,432;1577,7;1602,704
694;COL;43;20;2;260;261;279;330;False;MEDIUM;6;True;Alpine;1;18;False;;82,388;;;24,039;33,447;24,902;1602,693;1685,081;1626,743;1660,19;1685,092
695;COL;43;21;2;257;255;278;313;False;MEDIUM;7;True;Alpine;1;17;False;;82,649;;;24,346;33,304;24,999;1685,081;1767,73;1709,438;1742,742;1767,741
696;COL;43;22;2;264;256;277;312;False;MEDIUM;8;True;Alpine;1;17;False;;82,541;;;24,195;33,218;25,128;1767,73;1850,271;1791,936;1825,154;1850,282
697;COL;43;23;2;261;263;274;311;False;MEDIUM;9;True;Alpine;1;17;False;;82,562;;;24,144;33,298;25,12;1850,271;1932,833;1874,426;1907,724;1932,844
698;COL;43;24;2;260;262;277;;False;MEDIUM;10;True;Alpine;1;17;False;;82,707;;;24,522;33,312;24,873;1932,833;2015,54;1957,366;1990,678;2015,551
699;COL;43;25;2;255;254;279;312;False;MEDIUM;11;True;Alpine;1;17;False;;83,729;;;24,923;33,635;25,171;2015,54;2099,269;2040,474;2074,109;2099,28
700;COL;43;26;2;256;261;276;;False;MEDIUM;12;True;Alpine;1;18;False;;83,997;;;25,069;33,758;25,17;2099,269;2183,266;2124,349;2158,107;2183,277
701;COL;43;27;2;262;258;276;313;False;MEDIUM;13;True;Alpine;1;17;False;;82,766;;;24,445;33,307;25,014;2183,266;2266,032;2207,722;2241,029;2266,043
702;COL;43;28;2;261;262;278;311;False;MEDIUM;14;True;Alpine;1;17;False;;82,499;;;24,361;33,286;24,852;2266,032;2348,531;2290,404;2323,69;2348,542
703;COL;43;29;2;258;263;277;;False;MEDIUM;15;True;Alpine;1;18;False;;83,503;;;24,832;33,626;25,045;2348,531;2432,034;2373,374;2407;2432,045
704;COL;43;30;2;267;264;276;;False;MEDIUM;16;True;Alpine;1;18;False;;82,645;;;24,478;33,158;25,009;2432,034;2514,679;2456,523;2489,681;2514,69
705;COL;43;31;2;263;253;277;310;False;MEDIUM;17;True;Alpine;1;18;False;;82,593;;;24,275;33,124;25,194;2514,679;2597,272;2538,965;2572,089;2597,283
706;COL;43;32;2;;268;218;311;False;MEDIUM;18;True;Alpine;1;18;False;;83,257;;;24,416;33,327;25,514;2597,272;2680,529;2621,699;2655,026;2680,54
707;COL;43;33;2;260;262;277;300;False;MEDIUM;19;True;Alpine;1;18;False;;84,241;;;25,649;33,548;25,044;2680,529;2764,77;2706,189;2739,737;2764,781
708;COL;43;34;2;223;258;278;312;False;MEDIUM;20;True;Alpine;1;18;False;;83,956;;;25,135;33,716;25,105;2764,77;2848,726;2789,916;2823,632;2848,737
709;COL;43;35;2;265;276;249;;False;MEDIUM;21;True;Alpine;1;17;False;;82,315;;;24,328;33;24,987;2848,726;2931,041;2873,065;2906,065;2931,052
710;COL;43;36;2;208;262;280;313;False;MEDIUM;22;True;Alpine;1;17;False;;85,365;;;26,117;34,204;25,044;2931,041;3016,406;2957,169;2991,373;3016,417
711;COL;43;37;2;258;268;278;;False;MEDIUM;23;True;Alpine;1;18;False;;83,395;;;24,862;33,521;25,012;3016,406;3099,801;3041,279;3074,8;3099,812
712;COL;43;38;2;265;270;278;;False;MEDIUM;24;True;Alpine;1;18;False;;82,679;;;24,291;33,338;25,05;3099,801;3182,48;3124,103;3157,441;3182,491
713;COL;43;39;2;266;266;;311;False;MEDIUM;25;True;Alpine;1;18;False;;86,444;;6819,561;24,287;33,426;28,731;3182,48;3268,924;3206,778;3240,204;3268,935
714;COL;43;40;3;258;269;281;254;False;SOFT;1;True;Alpine;1;18;False;;99,554;6841,758;;43,068;32,427;24,059;3268,924;3368,478;3312,003;3344,43;3368,489
715;COL;43;41;3;273;273;282;310;True;SOFT;2;True;Alpine;1;18;False;;78,353;;;23,136;31,673;23,544;3368,478;3446,831;3391,625;3423,298;3446,842
716;COL;43;42;3;271;271;280;312;False;SOFT;3;True;Alpine;1;18;False;;82,116;;;23,436;34,005;24,675;3446,831;3528,947;3470,278;3504,283;3528,958
717;COL;43;43;3;268;265;281;;False;SOFT;4;True;Alpine;1;18;False;;80,805;;;23,795;32,516;24,494;3528,947;3609,752;3552,753;3585,269;3609,763
718;COL;43;44;3;264;268;279;313;False;SOFT;5;True;Alpine;1;18;False;;81,025;;;23,838;32,625;24,562;3609,752;3690,777;3633,601;3666,226;3690,788
